"Codigo"|"Estado"|"Cod. Proveedor"|"Proveedor"|"Nombre"|"Descripcion"|"Marca"|"Precio final"|"Precio super"|"Stock"
"ALM20021"|"oculto"|"9"|"Poroto Santto"|"Chia agroecológica 500gr."|""|"Poroto Santto"|"0.0"|"0.0"|""
"CAN02012"|"oculto"|"31"|"Varios"|"Canasta Navideña"|""|"Varios"|"0.0"|"0.0"|""
"ALM36021"|"oculto"|"65"|"Artemio"|"Champagne Extra Brut 750ml."|""|"Navarro Correa"|"0.0"|"0.0"|""
"ALM36022"|"oculto"|"65"|"Artemio"|"Champagne Extra Brut 750ml."|""|"Nieto Senetiner"|"0.0"|"0.0"|""
"ALM36023"|"oculto"|"65"|"Artemio"|"Vino Savignon Blanc 750ml."|""|"Uxmal"|"0.0"|"0.0"|""
"ALM15012"|"oculto"|"74"|"Distribuidora Terán"|"Aceite de girasol 900cc."|"Alsamar"|"Alsamar"|"0.0"|"0.0"|""
"ALM36024"|"oculto"|"3"|"Distribución Rosario"|"Sidra 910cc."|""|"Distribución Rosario"|"0.0"|"0.0"|""
"TIE1000"|"oculto"|"79"|"Sello Rompe"|"CD COLONIkOCOLOkIO - BaZaR"|"Sello Rompe. Escuchalo online en http://colonikocolokio.bandcamp.com/. COLONIkOCOLOkIO ha sabido moverse de forma intrépida y natural por la escena alternativa de Rosario. De este deambular nocturno y subrepticio surgen las canciones de BaZaR. Su segunda producción, una mezcla tambaleante entre lo orgánico y lo digital, lo trascendental y lo mundano. Guitarra, bajo, voces, máquinas de ritmo y sintetizadores, rock, electrónica, cumbia y folclore, y ninguno de esos ritmos por sobre el resto. En este disco músicos invitados agregan batería, violín, bandoneón y programaciones (Djs)."|"Sello Rompe"|"0.0"|"0.0"|""
"TIE1001"|"oculto"|"79"|"Sello Rompe"|"CD El Egotismo de Nildo - El suspirante"|"Sello Rompe. Escuchalo online en http://rompecrea.bandcamp.com/album/el-egotismo-de-nildo-el-suspirante. Nildo es un suspirante viviente, o un superviviente. Luego de una gran catarsis, producto del exceso de información y de voces de la época, decidió montar su propio barrilete y mostrárselo al mismo mundo que hundió su mirada en sus propias ojotas hawaianas. Los principales colores de su barrilete son Radiohead, Sumo y la música Electrónica. Producto de sus errores y caídas, conoció el verdadero sentido de los barriletes y está dispuesto a cambiar el paradigma actual acerca de los mismos, diciendo que lo importante de los barriletes no es que vuelen alto, sino que sus colores sean divertidos"|"Sello Rompe"|"0.0"|"0.0"|""
"ALM20009"|"oculto"|"8"|"Alimentos Natureza"|"Mermelada durazno 450gr."|""|"Alimentos Natureza"|"110.0"|"104.04"|""
"TIE00018"|"oculto"|"56"|"Editorial Chirimbote"|"NiUnaMenos desde los primeros años"|"Editorial Chirimbote. El 50% de la compra es donada a proyectos educativos"|"Editorial Chirimbote"|"0.0"|"0.0"|""
"FyV02021"|"oculto"|"80"|"Volunterio"|"Brócoli en bandeja"|"Productor local"|"Volunterio"|"0.0"|"0.0"|""
"TIE00022"|"oculto"|"38"|"Tienda D7"|"Vaso 1u."|"Tienda D7"|"Tienda D7"|"0.0"|"0.0"|""
"TIE00023"|"oculto"|"38"|"Tienda D7"|"Vaso 2u."|"Tienda D7"|"Tienda D7"|"0.0"|"0.0"|""
"CAN02013"|"oculto"|"10"|"Lácteos La Resistencia"|"Canasta de Quesos"|"Lácteos La Resistencia: muzzarella 250gr. + reggianito 250gr. + saborizados 4u."|"Lácteos La Resistencia"|"0.0"|"0.0"|""
"ALM25028"|"activo"|"73"|"Agricultores Federados"|"Aceite de girasol 900 cc"|"Agricultores Federados Argentinos"|"Zanoni"|"49.89"|"57.0"|""
"ALM25029"|"activo"|"73"|"Agricultores Federados"|"Mayonesa 500 g"|"Agricultores Federados Argentinos"|"Zanoni"|"0.0"|"45.38"|""
"ALM25038"|"activo"|"73"|"Agricultores Federados"|"Lata choclo en granos 350 g"|"Agricultores Federados Argentinos"|"Del Agricultor"|"32.44"|"49.0"|""
"TIE00017"|"oculto"|"78"|"Sello El Qubil"|"CD Sur Du Monde - A siete jardines del sol"|"El Qubil. Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"0.0"|""
"TIE00024"|"oculto"|"78"|"Sello El Qubil"|"CD Rosario Smowing - Se mueve"|"El Qubil. Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"0.0"|""
"TIE00025"|"oculto"|"78"|"Sello El Qubil"|"CD Mamita Peyote - Mamita Peyote"|"El Qubil. Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"0.0"|""
"TIE00026"|"oculto"|"78"|"Sello El Qubil"|"CD Orquesta La Biaba - Impulso"|"El Qubil. Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"0.0"|""
"ALM20015"|"activo"|"75"|"Buena Cosecha"|"Tomate triturado 950 g"|"Villa Gobernador Galvez"|"Buena Cosecha"|"49.1"|"68.4"|""
"ALM26024"|"oculto"|"11"|"Fargo"|"Pan para panchos 6u."|"Estrella"|"Estrella"|"0.0"|"0.0"|""
"ALM26023"|"oculto"|"11"|"Fargo"|"Pan para hamburguesas 4u."|"Estrella"|"Estrella"|"0.0"|"0.0"|""
"ALM36025"|"activo"|"65"|"Artemio"|"Aperitivo Fernet 750 cc"|""|"Branca"|"282.76"|"319.96"|""
"ALM36026"|"oculto"|"65"|"Artemio"|"Vino clásico tinto 750cc."|""|"Norton"|"0.0"|"0.0"|""
"ALM25039"|"oculto"|"4"|"Distribuidora Parodi"|"Fécula de Maiz 215 g"|""|"Maizena"|"19.55"|"40.82"|""
"LIM16002"|"oculto"|"4"|"Distribuidora Parodi"|"Fósforos ecológicos 220 u"|""|"Fragata"|"17.2"|"16.15"|""
"LIM16003"|"oculto"|"4"|"Distribuidora Parodi"|"Repelente tabletas 12u"|"Raid"|"Raid"|"43.12"|"0.0"|""
"FRE14012"|"activo"|"10"|"Lácteos La Resistencia"|"Queso saborizado tradicional 350 g"|""|"Lácteos La Resistencia"|"115.5"|"190.75"|""
"FRE14013"|"activo"|"27"|"Embutidos Natali"|"Salame picado grueso 300 g"|""|"Embutidos Natali"|"118.47"|"203.7"|""
"FYV10020"|"oculto"|"85"|"MAI FYV"|"Melón 1u."|"Directo del productor"|"Misión Verde"|"0.0"|"49.9"|""
"ALM25040"|"oculto"|"11"|"Fargo"|"Mini cookies de vainilla con chips 150gr."|""|"Fargo"|"14.16"|"18.88"|""
"CAN01002-1"|"oculto"|"24"|"Lácteos Rosario"|"Canasta Pastas - Sardo 250gr."|"Canasta Pastas"|"Lácteos Rosario"|"0.0"|"0.0"|""
"CAN01002-3"|"oculto"|"36"|"Cotar"|"Canasta Pastas - Crema de leche 200gr."|"Canasta Pastas"|"Cotar"|"0.0"|"0.0"|""
"CAN01002-4"|"oculto"|"36"|"Cotar"|"Canasta Pastas - Manteca 200gr."|"Canasta Pastas"|"Cotar"|"0.0"|"0.0"|""
"CAN01002-5"|"oculto"|"41"|"Tradición Italiana"|"Canasta Pastas - Fideos frescos 500gr."|"Canasta Pastas"|"Tradición Italiana"|"0.0"|"0.0"|""
"CAN01003-1"|"oculto"|"10"|"Lácteos La Resistencia"|"Canasta Pizzas - Muzzarela 300 g"|"Canasta Pizzas"|"Lácteos La Resistencia"|"69.3"|"0.0"|""
"CAN01003-2"|"oculto"|"28"|"Mil Hojas"|"Canasta Pizzas - barra 300 g"|"Canasta Pizzas"|"Lácteos La Resistencia"|"93.5"|"113.7"|""
"CAN01004-3"|"oculto"|"27"|"Embutidos Natali"|"Canasta Picada - Salame picado grueso 300gr."|"Canasta Picada"|"Embutidos Natali"|"0.0"|"0.0"|""
"CAN01004-2"|"oculto"|"10"|"Lácteos La Resistencia"|"Canasta Picada - Queso saborizado tradicional 350gr."|"Canasta Picada"|"Lácteos La Resistencia"|"0.0"|"0.0"|""
"CAN01004-4"|"oculto"|"62"|"Pronoar "|"Canasta Picada - Aceitunas verdes 330gr."|"Canasta Picada"|"Pronoar"|"0.0"|"0.0"|""
"CAN01004-1"|"oculto"|"3"|"Distribución Rosario"|"Canasta Picada - Aceitunas verdes 330cc."|"Canasta Picada"|"Distribución Rosario"|"0.0"|"0.0"|""
"ALM26014"|"oculto"|"11"|"Fargo"|"Bolsón pan para hamburguesas 24u. Fiesta Roja"|"Estrella"|"Estrella"|"0.0"|"0.0"|""
"ALM26015"|"oculto"|"11"|"Fargo"|"Bolsón pan pebete 24u. Fiesta roja"|"Estrella"|"Estrella"|"0.0"|"0.0"|""
"ALM26022"|"oculto"|"11"|"Fargo"|"Pan lactal lacteado 300gr."|"Estrella"|"Estrella"|"0.0"|"0.0"|""
"ALM12011"|"oculto"|"3"|"Distribución Rosario"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM51000"|"oculto"|"47"|"Che Cuadernillos"|"Agenda Misión"|"Che Cuadernillos. Agenda Misión tamaño 21 x 15 cm, tapa flexible impresa a color, en papel ilustración de 300grs con laminado brillo, 125 Hojas Interiores impresas en papel obra de 80grs, con los días distribuidos en dos días por faz, índice telefónico, 13 portadas del mes con frases, y anillado de acero"|"Che Cuadernillos"|"0.0"|"0.0"|""
"ALM51001"|"oculto"|"47"|"Che Cuadernillos"|"Agenda Ciudad Futura"|"Che Cuadernillos. Agenda Ciudad Futura tamaño 21 x 15 cm, tapa flexible impresa a color, en papel ilustración de 300grs con laminado brillo, 125 Hojas Interiores impresas en papel obra de 80grs, con los días distribuidos en dos días por faz, índice telefónico, 13 portadas del mes con frases, y anillado de acero"|"Che Cuadernillos"|"0.0"|"0.0"|""
"ALM51002"|"oculto"|"47"|"Che Cuadernillos"|"Agenda Distrito7"|"Che Cuadernillos. Agenda Distrito7 tamaño 21 x 15 cm, tapa flexible impresa a color, en papel ilustración de 300grs con laminado brillo, 125 Hojas Interiores impresas en papel obra de 80grs, con los días distribuidos en dos días por faz, índice telefónico, 13 portadas del mes con frases, y anillado de acero"|"Che Cuadernillos"|"0.0"|"0.0"|""
"ALM51003"|"oculto"|"47"|"Che Cuadernillos"|"Agenda Ética"|"Che Cuadernillos. Agenda Ética tamaño 21 x 15 cm, tapa flexible impresa a color, en papel ilustración de 300grs con laminado brillo, 125 Hojas Interiores impresas en papel obra de 80grs, con los días distribuidos en dos días por faz, índice telefónico, 13 portadas del mes con frases, y anillado de acero"|"Che Cuadernillos"|"0.0"|"0.0"|""
"FRE10017"|"oculto"|"50"|"Frigorífico Swift"|"Bocaditos de pollo 380gr."|"Frigorífico Swift"|"Frigorífico Swift"|"0.0"|"0.0"|""
"FRE10018"|"oculto"|"50"|"Frigorífico Swift"|"Bocaditos de carne 380gr."|"Frigorífico Swift"|"Frigorífico Swift"|"0.0"|"0.0"|""
"FRE10019"|"oculto"|"50"|"Frigorífico Swift"|"Matambre 750gr."|"Frigorífico Swift"|"Frigorífico Swift"|"0.0"|"0.0"|""
"ALM12007"|"oculto"|"3"|"Distribución Rosario"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM12008"|"oculto"|"3"|"Distribución Rosario"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM12009"|"oculto"|"3"|"Distribución Rosario"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM36020"|"oculto"|"65"|"Artemio"|"Vino clásico tinto"|""|"Cuesta del Madero"|"0.0"|"0.0"|""
"FRE06022"|"oculto"|"45"|"Ríolupa S.A."|"Cazuela de mariscos surtidos 1kg."|"Ríolupa S.A. Langostinos + mejillones + aletas + kanikama + almejas"|"Ríolupa S.A."|"0.0"|"0.0"|""
"FRE06008"|"oculto"|"45"|"Ríolupa S.A."|"Langostinos 1kg."|"Ríolupa S.A."|"Ríolupa S.A."|"0.0"|"0.0"|""
"FRE06007"|"oculto"|"45"|"Ríolupa S.A."|"Cornalitos 1kg."|"Ríolupa S.A."|"Ríolupa S.A."|"0.0"|"0.0"|""
"FRE06003"|"oculto"|"45"|"Ríolupa S.A."|"Kanikama 200gr."|"Ríolupa S.A."|"Ríolupa S.A."|"0.0"|"0.0"|""
"FRE06001"|"oculto"|"45"|"Ríolupa S.A."|"Aleta de calamar 800gr."|"Ríolupa S.A."|"Ríolupa S.A."|"0.0"|"0.0"|""
"ALM16010"|"oculto"|"4"|"Distribuidora Parodi"|"Aceitunas verdes pack"|""|"Distribuidora Parodi"|"0.0"|"0.0"|""
"ALM29001"|"oculto"|"4"|"Distribuidora Parodi"|"Fideos spaghetti 500gr."|"Favorita"|"Favorita"|"0.0"|"0.0"|""
"ALM29002"|"oculto"|"4"|"Distribuidora Parodi"|"Fideos tirabuzón 500gr."|"Favorita"|"Favorita"|"0.0"|"0.0"|""
"LIM13003"|"oculto"|"18"|"El Libertador"|"Cera líquida negra 1000cc."|"El Libertador"|"El Libertador"|"0.0"|"0.0"|""
"ALM24014"|"oculto"|"11"|"Fargo"|"Pan lactal con cereales y semillas 600gr."|"Bimbo. Oroweat"|"Oroweat"|"0.0"|"0.0"|""
"ALM24015"|"oculto"|"11"|"Fargo"|"Barritas de cereal con chocolate 6u."|"Bimbo"|"Bimbo"|"0.0"|"0.0"|""
"ALM24016"|"oculto"|"11"|"Fargo"|"Barritas de cereal con frutilla 6u."|"Bimbo"|"Bimbo"|"0.0"|"0.0"|""
"ALM24017"|"oculto"|"11"|"Fargo"|"Alfajores de chocolate 6u."|"Bimbo"|"Bimbo"|"0.0"|"0.0"|""
"ALM24018"|"oculto"|"11"|"Fargo"|"Alfajores mousse de limón 6u."|"Bimbo"|"Bimbo"|"0.0"|"0.0"|""
"ALM24023"|"oculto"|"11"|"Fargo"|"Conitos rellenos 6u."|"Bimbo. Rellenos de dulce de leche"|"Bimbo"|"0.0"|"0.0"|""
"ALM25018"|"oculto"|"11"|"Fargo"|"Tostadas de mesa 210gr."|"Caricias"|"Caricias"|"0.0"|"0.0"|""
"ALM49013"|"oculto"|"11"|"Fargo"|"Pack alfajores chocolate blanco 150gr."|"Bimbo"|"Bimbo"|"0.0"|"0.0"|""
"ALM06004"|"oculto"|"6"|"FECOFE"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM06009"|"oculto"|"6"|"FECOFE"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"FRE13001"|"oculto"|"6"|"FECOFE"|"Dulce de membrillo 500gr."|"Blasón (FECOFE)"|"Blasón"|"0.0"|"0.0"|""
"TIE00006"|"oculto"|"31"|"Varios"|"Libro Franco Ingrassia - La Socialidad"|"Editado por Hekht. Realizado por Franco Ingrassia. Libro de reescrituras de textos de Bruno Latour, Zygmunt Bauman, Antonio Negri e Ignacio Lewkowicz"|"Varios"|"0.0"|"0.0"|""
"FRE10023"|"oculto"|"67"|"Frigorífico Los Abuelos"|"Chorizos de cerdo 1 k"|"Frigorífico Los Abuelos. Envasados al vacío"|"Frigorífico Los Abuelos"|"137.5"|"0.0"|""
"ALM26001"|"oculto"|"3"|"Distribución Rosario"|"Leche larga vida entera 1l."|"Ilolay"|"Ilolay"|"0.0"|"0.0"|""
"ALM26002"|"oculto"|"3"|"Distribución Rosario"|"Leche larga vida descremada 1l."|"Ilolay"|"Ilolay"|"0.0"|"0.0"|""
"ALM39001"|"oculto"|"72"|"Kaya"|"Cerveza artesanal roja 350ml."|"Kaya Victoria Colectiva"|"Kaya"|"0.0"|"0.0"|""
"ALM14002"|"oculto"|"9"|"Poroto Santto"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM14003"|"oculto"|"9"|"Poroto Santto"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM14015"|"oculto"|"9"|"Poroto Santto"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM14018"|"oculto"|"9"|"Poroto Santto"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM20020"|"oculto"|"9"|"Poroto Santto"|"Galletitas pepas integrales de naranja"|"Poroto Santto"|"Poroto Santto"|"0.0"|"0.0"|""
"ALM25100"|"oculto"|"62"|"Pronoar "|"Castañas de cajú 250gr."|"Fraccionado por Pronoar"|"Pronoar"|"0.0"|"0.0"|""
"CANC-1"|"oculto"|"69"|"Gustavo Zilio"|"Canasta verduras - Remolacha 1paq."|"Canasta Verduras"|"gustavo Zilio- Productor Ibarlucea"|"0.0"|"0.0"|""
"CANC-2"|"oculto"|"80"|"Volunterio"|"Canasta verduras - Berenjenas 1kg."|"Canasta Verduras"|"Volunterio"|"0.0"|"0.0"|""
"CANF-1"|"oculto"|"29"|"Hinostroza"|"Canasta Frutas - Manzanas 1kg."|"Canasta Frutas"|"Misión Verde"|"0.0"|"0.0"|""
"CANF-2"|"oculto"|"29"|"Hinostroza"|"Canasta Frutas - Bananas 1kg."|"Canasta Frutas"|"Misión Verde"|"0.0"|"0.0"|""
"CANF-3"|"oculto"|"29"|"Hinostroza"|"Canasta Frutas - Duraznos 1kg."|"Canasta Frutas"|"Misión Verde"|"0.0"|"0.0"|""
"CANF-4"|"oculto"|"29"|"Hinostroza"|"Canasta Frutas - Naranjas 1kg."|"Canasta Frutas"|"Misión Verde"|"0.0"|"0.0"|""
"CANG-4"|"oculto"|"69"|"Gustavo Zilio"|"Canasta verduras - Rúcula 1paq."|"Canasta Verduras"|"gustavo Zilio- Productor Ibarlucea"|"0.0"|"0.0"|""
"CANG-5"|"oculto"|"69"|"Gustavo Zilio"|"Canasta verduras - Puerro 3u."|"Canasta Verduras"|"gustavo Zilio- Productor Ibarlucea"|"0.0"|"0.0"|""
"CANG-6"|"oculto"|"69"|"Gustavo Zilio"|"Canasta verduras - Zapallitos 1kg."|"Canasta Verduras"|"gustavo Zilio- Productor Ibarlucea"|"0.0"|"0.0"|""
"CANG-1"|"oculto"|"29"|"Hinostroza"|"Canasta verduras - Limones 500gr."|"Canasta Verduras"|"Misión Verde"|"0.0"|"0.0"|""
"CANG-2"|"oculto"|"29"|"Hinostroza"|"Canasta verduras - Ajo 1u."|"Canasta Verduras"|"Misión Verde"|"0.0"|"0.0"|""
"CANG-3"|"oculto"|"80"|"Volunterio"|"Canasta verduras - Cebolla de verdeo 3u."|"Canasta Verduras"|"Volunterio"|"0.0"|"0.0"|""
"CANCYG-9"|"oculto"|"69"|"Gustavo Zilio"|"Canasta verduras - Acelga 1paq."|"Canasta Verduras"|"gustavo Zilio- Productor Ibarlucea"|"0.0"|"0.0"|""
"CANCYG-1"|"oculto"|"29"|"Hinostroza"|"Canasta verduras - Tomates 1kg."|"Canasta Verduras"|"Misión Verde"|"0.0"|"0.0"|""
"CANCYG-2"|"oculto"|"29"|"Hinostroza"|"Canasta verduras - Zanahorias 500gr."|"Canasta Verduras"|"Misión Verde"|"0.0"|"0.0"|""
"CANCYG-3"|"oculto"|"29"|"Hinostroza"|"Canasta verduras - Papas 1kg."|"Canasta Verduras"|"Misión Verde"|"0.0"|"0.0"|""
"CANCYG-4"|"oculto"|"29"|"Hinostroza"|"Canasta verduras - Cebollas 1kg."|"Canasta Verduras"|"Misión Verde"|"0.0"|"0.0"|""
"CANCYG-5"|"oculto"|"29"|"Hinostroza"|"Canasta verduras - Pimientos 500gr."|"Canasta Verduras"|"Misión Verde"|"0.0"|"0.0"|""
"CANCYG-6"|"oculto"|"29"|"Hinostroza"|"Canasta verduras - Calabaza 1u."|"Canasta Verduras"|"Misión Verde"|"0.0"|"0.0"|""
"CANCYG-7"|"oculto"|"29"|"Hinostroza"|"Canasta verduras - Huevos de gallina 6u."|"Canasta Verduras"|"Misión Verde"|"0.0"|"0.0"|""
"CANCYG-8"|"oculto"|"80"|"Volunterio"|"Canasta verduras - Lechuga 1paq."|"Canasta Verduras"|"Volunterio"|"0.0"|"0.0"|""
"CANF-5"|"oculto"|"29"|"Hinostroza"|"Canasta Frutas - Peras 1kg."|"Canasta Frutas"|"Misión Verde"|"0.0"|"0.0"|""
"CANF-6"|"oculto"|"29"|"Hinostroza"|"Canasta Frutas - Mandarinas 1kg."|"Canasta Frutas"|"Misión Verde"|"0.0"|"0.0"|""
"ALM01001"|"oculto"|"3"|"Distribución Rosario"|"Aceite de girasol 1500cc."|"Natura"|"Natura"|"0.0"|"0.0"|""
"ALM01003"|"oculto"|"3"|"Distribución Rosario"|"Aceite de girasol 1500cc."|"Natura"|"Natura"|"0.0"|"0.0"|""
"ALM01005"|"oculto"|"1"|"Genérico"|"Aceite de girasol 1500cc."|"Natura"|"Natura"|"0.0"|"0.0"|""
"ALM02001"|"oculto"|"3"|"Distribución Rosario"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM02002"|"oculto"|"3"|"Distribución Rosario"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM02003"|"oculto"|"3"|"Distribución Rosario"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM03001"|"oculto"|"3"|"Distribución Rosario"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM06008"|"oculto"|"3"|"Distribución Rosario"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM06010"|"oculto"|"3"|"Distribución Rosario"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM10002"|"oculto"|"3"|"Distribución Rosario"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM14011"|"oculto"|"9"|"Poroto Santto"|"#N/A"|"#N/A"|"#N/A"|"0.0"|"0.0"|"0"
"ALM20001"|"oculto"|"3"|"Distribución Rosario"|"Mermelada de durazno 454gr."|"Dulcor"|"Dulcor"|"0.0"|"0.0"|""
"ALM20002"|"oculto"|"3"|"Distribución Rosario"|"Mermelada de frutilla 454gr."|"Dulcor"|"Dulcor"|"0.0"|"0.0"|""
"ALM27001"|"oculto"|"1"|"Genérico"|"Nueces peladas envasadas al vacío 200gr."|"Pecagua"|"Genérico"|"0.0"|"0.0"|""
"ALM31001"|"oculto"|"3"|"Distribución Rosario"|"Mayonesa 475gr."|"Natura"|"Natura"|"0.0"|"0.0"|""
"ALM32001"|"oculto"|"77"|"Tu Cosecha"|"Lentejas 400gr."|"Tu Cosecha"|"Tu Cosecha"|"0.0"|"0.0"|""
"ALM33001"|"oculto"|"77"|"Tu Cosecha"|"Arveja partida 400gr."|"Tu Cosecha"|"Tu Cosecha"|"0.0"|"0.0"|""
"ALM36006"|"oculto"|"3"|"Distribución Rosario"|"Ananá Fizz 710cc."|"La Farruca"|"La Farruca"|"0.0"|"0.0"|""
"ALM49008"|"oculto"|"11"|"Fargo"|"Budín con frutas 250gr."|"Fargo"|"Fargo"|"0.0"|"0.0"|""
"BOL0006"|"oculto"|"37"|"Newen"|"Bolsa Felices Fiestas en kraft blanca 1u."|"Newen. Fábrica autogestionada. Bolsa de papel blanca (22x10x30)"|"Newen"|"0.0"|"0.0"|""
"BOL0007"|"oculto"|"37"|"Newen"|"Bolsa Felices Fiestas en kraft marrón 1u."|"Newen. Fábrica autogestionada. Bolsa de papel marrón (22x10x30)"|"Newen"|"0.0"|"0.0"|""
"CAN03001"|"oculto"|"31"|"Varios"|"Canasta Navideña dulce (frutas)"|"Pan dulce con frutas Fargo 500gr. + budín vainilla Fargo 250gr. + budín marmolado Fargo 250gr. + garrapiñadas Bariloche 100gr. + maní con chocolate Bariloche 100gr. + turrón Bariloche 80gr. 2u."|"Varios"|"0.0"|"0.0"|""
"CANMAIAC"|"oculto"|"31"|"Varios"|"Canasta MAI Almacén Chica"|""|"Varios"|"0.0"|"0.0"|""
"CANMAIL"|"oculto"|"31"|"Varios"|"Canasta MAI Limpieza"|""|"Varios"|"0.0"|"0.0"|""
"FRE04008"|"oculto"|"10"|"Lácteos La Resistencia"|"Bastones de muzzarella 450gr."|"Lácteos La Resistencia"|"Lácteos La Resistencia"|"0.0"|"0.0"|""
"FRE06017"|"oculto"|"60"|"Frango S.R.L."|"Pollo rebozado precocido 400gr."|"Frango"|"Frango S.R.L."|"0.0"|"0.0"|""
"FYV02020"|"oculto"|"1"|"Genérico"|"Kiwi x 500 gr."|"500 gr."|"Misión Verde"|"0.0"|"50.0"|""
"LIM02002"|"oculto"|"4"|"Distribuidora Parodi"|"Lavandina 1000cc."|""|"Ayudín"|"0.0"|"0.0"|""
"ALM49019"|"oculto"|"71"|"Coco Eco"|"Budín integral de duraznos agroecológicos y canela"|"Coco Eco. Comida agroecológica hecha con amor"|"Coco Eco"|"0.0"|"0.0"|""
"FRE14014"|"oculto"|"81"|"Embutidos Don Baltazar"|"Chorizos de cerdo tradicionales x 4 unid."|"Embutidos Don Baltazar x 500 g. aprox. envasados al vacio"|"Embutidos Don Baltazar"|"0.0"|"0.0"|""
"FRE14015"|"oculto"|"81"|"Embutidos Don Baltazar"|"Chorizos de cerdo con verdeo x 4 unid."|"Embutidos Don Baltazar x 500 g. aprox. envasados al vacio"|"Embutidos Don Baltazar"|"0.0"|"0.0"|""
"FRE14016"|"oculto"|"81"|"Embutidos Don Baltazar"|"Chorizos de cerdo con morron x 4 unid."|"Embutidos Don Baltazar x 500 g. aprox. envasados al vacio"|"Embutidos Don Baltazar"|"0.0"|"0.0"|""
"TIE00027"|"oculto"|"78"|"Sello El Qubil"|"CD Rosario Smowing - No te prometo nada"|"El Qubil. Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"0.0"|""
"TIE00028"|"oculto"|"78"|"Sello El Qubil"|"CD Mamita Peyote - Versiones acústicas"|"El Qubil. Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"0.0"|""
"TIE00029"|"oculto"|"78"|"Sello El Qubil"|"CD Orquesta utópica - Contracorriente"|"El Qubil. Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"0.0"|""
"FRE04022"|"oculto"|"115"|"Panamby"|"Prepizzas integrales 8 porciones x 3 u."|""|"Panamby"|"0.0"|"0.0"|""
"ALM39010"|"activo"|"11"|"Fargo"|"Galletitas dulces con avena 180 g"|""|"Marinozzi"|"28.8"|"41.6"|""
"TIE00030"|"oculto"|"87"|"Distribuidora Darken"|"Canasta Escolar sugerida para primaria- 18 artículos"|"Block dibujo triunfante blanco 20 hjs - Cuaderno ABC Triunfante raya 50hjs - Cuaderno ABC Triunfante cuadro 50 hjs - 2 Bolígrafos Dolche color- 2 Lápices grafito Simball Innovation - Goma lápiz y tinta-Tijera 12 cm simball pop- Escuadra 60x20- Regla 20cm- Transportador 180º- Corrector taiko- Ceritas x 6 Simball- Lápiz de color x 6 Simball Innovation- Fibras x 6 Simball- Sacapunta Maped boogy- Voligoma 30cc"|"Distribuidora Darken"|"0.0"|"0.0"|""
"TIE00031"|"oculto"|"87"|"Distribuidora Darken"|"Canasta Escolar sugerida para secundaria- 20 artículos"|"Repuesto Triunfante X 96 Raya 90 Grs - Repuesto Triunfante X 96 Cuadro 90grs- 3 Microfibras King 300- 2 Bolígrafos Azules Faber Trilux  2 Boligrafos Dolche de Colores - Goma lapiz Y tinta- Regla 20cm- Corrector Taiko- Adhesivo Barra Simball 8gr - 3 Resaltadores Margi 2000 -10 Folios Reforzados- 10 Cartulinas De Colores- 2 Lápices Grafito Simball Innovation"|"Distribuidora Darken"|"0.0"|"0.0"|""
"FRE06023"|"oculto"|"51"|"Trigarte"|"Ñoquis frescos aptos para celíacos 300 g"|"División celíacos"|"Trigarte"|"56.1"|"0.0"|""
"FRE04023"|"oculto"|"54"|"Souno "|"Hamburguesas berenjena, ajo y sardo"|"6 unidades x 100 g"|"Souno"|"0.0"|"0.0"|""
"ALM11002"|"oculto"|"5"|"La Virginia"|"Caldos sabor 4 quesos 4 u"|""|"Alicante"|"20.04"|"38.6"|""
